Rk,Player,Pos,MP,PER,TSx,3PAr,FTr,ORBx,DRBx,TRBx,ASTx,STLx,BLKx,TOVx,USGx,OWS,DWS,WS,WS/48,BPM,VORP,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,PIPM,X1,X2
123,Eric Bledsoe,PG,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24,0.9,1.2,2.1,0.096,-2.5,-0.1,1.3,44,0.89,41,0.41,121,1.12,19,0.62,35,0.51,53,0.3,135,-0.17,341,0.47,69,0.39,160,1.1,14,-0.71,447,-0.28,382,-0.46,468,0.18,124,1.58,37,0.98,46,0.59,103,3.52,-1.98463206,1.71842579
124,Eric Gordon,SG,972,10.5,0.511,0.658,0.235,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,0.8,0.9,1.8,0.109,-1.6,0.1,0.33,150,-1.12,494,1.45,17,-0.26,371,-0.24,384,-0.03,265,1.03,27,-0.42,441,1.45,3,-2.27,508,-0.78,467,-1.49,508,-0.25,373,-0.38,443,0.14,154,-0.6,381,-1.14,477,0.54,108,-1.59,-2.06847396,-2.55712372
125,Eric Paschall,PF,1654,14.5,0.571,0.202,0.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,0.2,0.1,0.3,0.12,-3.7,-0.1,-1.06,460,-0.49,412,-0.57,414,-1.59,514,-1.07,508,-0.52,466,0.26,148,-0.11,320,0.38,80,-0.77,423,-0.79,471,0.02,235,-0.26,377,-0.1,337,-0.15,368,-2.94,512,-2.23,511,-0.71,424,-3.3,-0.051834678,-0.372388819
126,Ersan İlyasova,PF,895,15.2,0.591,0.428,0.259,7.1,22.5,15.2,7,1.2,1.4,9.3,16.4,-0.7,0.2,-0.5,-0.056,-7,-0.5,0.74,95,0.65,71,0.09,202,-0.45,415,-0.65,486,0.21,145,-0.32,374,0.32,98,-0.65,473,0.39,162,1.06,18,-0.67,441,0.58,55,0.12,165,0.46,42,-0.22,308,-0.68,428,0.46,121,0.14,2.76067075,-0.602648302
127,E'Twaun Moore,SG,958,11.1,0.509,0.39,0.105,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,-0.6,0.2,-0.5,-0.054,-7,-0.5,-0.45,365,-0.64,437,0.19,168,0.04,227,-0.06,296,0.1,186,-0.86,479,-0.08,296,-0.77,489,0.18,206,0.06,227,0.12,198,0.22,140,-0.12,347,0.33,77,-0.02,251,-0.28,357,0.26,165,-1.57,-1.50075626,-0.940799586
128,Evan Fournier,SG,1931,16.7,0.599,0.467,0.236,0.9,8.1,4.4,16.5,1.8,0.7,11.1,24.2,0,0,0,-0.264,-16,0,0.75,93,0.68,66,0.08,207,-0.8,479,-0.58,473,-0.23,382,0.76,47,0.86,20,-0.09,311,-0.38,350,0.66,55,-1.04,488,0.56,60,0.01,277,0.57,23,-0.43,352,-0.28,360,-0.15,308,-0.27,-1.948334,0.323915927
129,Frank Jackson,PG,656,7.7,0.5,0.467,0.249,3,8.4,5.7,8.6,1.1,0.5,13.1,20.4,-0.2,0.1,-0.1,-0.054,-5.6,-0.1,-1.48,485,-1.21,500,-0.26,354,-0.1,299,-0.38,429,0.28,113,0.07,215,-0.6,476,0.67,38,-0.43,361,-0.24,368,-0.19,323,-0.62,471,-0.56,483,-0.07,314,-1.04,439,-1.43,494,0.39,134,-3.27,-1.80843979,-1.49768415
130,Frank Kaminsky,C,718,14.5,0.554,0.401,0.315,4.6,20.2,12.2,14.8,0.9,1.2,9.4,20.8,0.4,0.2,0.5,0.063,-2.3,0,-1.32,480,-0.46,402,-0.86,463,-0.67,463,-0.28,396,-0.4,444,-0.15,313,0.17,149,-0.33,412,-1.44,484,0.14,191,-1.58,511,0.5,71,0.26,102,0.23,108,-0.61,386,0.05,237,-0.67,420,-1.12,1.64932053,0.653136885
131,Frank Ntilikina,PG,1187,9.8,0.497,0.411,0.177,2,9.1,5.4,20.2,2.2,1.3,16.5,15.4,2.4,1.4,3.8,0.168,1.2,0.9,-0.4,354,0.62,74,-1.02,479,-0.19,340,0.05,229,-0.24,387,-0.42,403,-0.26,379,-0.15,343,-0.43,365,0.3,138,-0.74,453,0.34,102,0.18,144,0.17,130,0.01,247,0.38,148,-0.39,371,-1.02,-2.37425685,1.27664268
132,Fred VanVleet,PG,1719,16,0.546,0.482,0.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22,0.7,0.3,1,0.126,-3,-0.1,0.62,108,0.85,45,-0.23,337,0.7,58,0.4,76,0.3,110,-0.17,318,0.15,163,-0.31,408,-1.89,504,-1.13,492,-0.76,457,0.43,87,0.37,67,0.06,197,1.03,77,0.98,47,0.05,231,1.1,-2.94439546,1.42723677
133,Furkan Korkmaz,SG,1398,11.7,0.571,0.617,0.14,1.3,10.4,5.8,7.3,1.3,0.9,8.7,18.5,-0.1,0.8,0.7,0.027,-4.1,-0.6,-0.14,292,0.11,211,-0.25,345,0.32,122,0.15,174,0.16,158,-0.23,347,-0.18,349,-0.06,287,-0.21,313,0.42,101,-0.63,438,0.1,189,-0.2,389,0.3,82,0.8,103,0.35,156,0.45,122,-1.42,-1.11802137,-1.50051475
134,Garrett Temple,SG,1547,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.1,0.3,0.4,0.036,-2.5,-0.1,-0.68,399,0.3,138,-0.98,472,0.21,155,0.89,10,-0.68,488,-0.14,309,0.09,193,-0.24,376,-0.75,420,-0.06,294,-0.69,444,-0.89,497,-0.55,482,-0.34,446,-0.63,392,0.8,62,-1.43,496,-1.41,-1.17947104,-0.811259853
135,Gary Clark,PF,425,10.3,0.534,0.851,0.089,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,1.2,0.2,1.5,0.045,-2.7,-0.3,-0.08,271,-0.12,330,0.04,223,-0.16,324,0.06,221,-0.22,380,-0.18,324,-0.31,404,0.13,173,-0.05,269,-0.56,446,0.51,96,-0.1,320,-0.21,390,0.11,170,-0.29,324,-0.23,338,-0.06,277,-1.13,1.10222408,-1.74372155
136,Gary Harris,SG,1780,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,-0.1,0.1,0,0.003,-4.5,0,0.88,76,-0.21,350,1.09,33,-0.03,267,0.11,196,-0.14,341,-0.05,272,-0.11,316,0.05,221,-0.63,397,-0.42,419,-0.21,329,0.54,64,0.39,62,0.15,147,0.46,149,0.48,118,-0.03,263,-0.1,-2.301587,-1.73622334
137,Gary Payton II,PG,432,11.3,0.473,0.397,0.069,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,0,0,0,0.016,-8.8,-0.1,-1.27,477,-0.47,407,-0.8,455,-1.29,502,-0.64,483,-0.65,486,0.15,179,0.23,127,-0.08,306,-0.27,326,-0.76,465,0.49,106,-0.04,292,0.29,89,-0.33,440,-2.2,503,-1,464,-1.2,486,-1.7,-1.9065735,0.509160386
138,Gary Trent Jr.,SG,1059,11.8,0.555,0.574,0.103,2,6.6,4.3,6.5,1.8,1,4.9,15.4,-0.1,0.2,0.1,0.016,-4.5,-0.2,-0.88,434,-0.88,468,0.01,249,-0.59,446,-0.33,412,-0.27,400,1.03,26,0.66,42,0.37,81,-1.07,462,-1.17,493,0.11,204,-0.02,285,-0.47,469,0.44,45,-1.16,448,-1.29,488,0.13,198,-2.61,-2.13254555,-1.67867841
139,George Hill,PG,1103,17.5,0.668,0.452,0.247,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,0.8,1.9,2.7,0.071,-1.7,0.1,2.92,5,1.44,9,1.48,15,1.34,9,0.65,29,0.69,26,0.09,208,-0.44,448,0.53,60,0.55,131,0.32,130,0.23,167,0.26,127,-0.12,349,0.38,64,2.39,10,0.77,67,1.61,18,1.78,-2.11698524,0.544971181
140,Georges Niang,PF,772,12.4,0.612,0.698,0.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,0,0.2,0.2,0.043,-3.9,-0.1,-0.52,379,-0.54,424,0.02,236,-0.26,370,-0.06,293,-0.2,372,-1.59,514,-0.74,496,-0.85,498,1.31,34,0.16,183,1.15,28,-0.49,449,-0.25,406,-0.24,403,-0.93,422,-0.59,413,-0.34,361,-2.38,-0.767306592,-2.11307316
141,Giannis Antetokounmpo,PF,1763,31.6,0.608,0.238,0.5,7.8,34.5,22,33.9,1.5,2.9,13.1,37.4,-0.1,0.1,0,-0.027,-3.9,0,5.13,1,3.37,1,1.76,9,2.39,1,1.83,1,0.56,39,2.24,3,0.85,21,1.39,5,1.86,17,1.31,6,0.55,90,0.46,77,0.19,140,0.27,96,4.81,1,3.62,1,1.19,36,9.01,1.79233783,2.02200381
142,Glenn Robinson III,SF,1743,13.4,0.576,0.33,0.144,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,0.1,0.1,0.2,0.072,-3.9,-0.1,-1.82,499,-1.14,497,-0.68,435,-1.09,497,-1.22,512,0.13,167,0.03,236,0.55,57,-0.51,454,-0.23,318,-1.23,498,1,38,-0.09,315,-0.14,360,0.05,213,-1.94,497,-2.14,510,0.2,187,-2.37,-0.210281673,-0.872146726
143,Goga Bitadze,C,410,12.2,0.53,0.279,0.256,6,19.8,12.9,7.1,0.7,6.9,14.8,18.1,2.4,0.7,3.1,0.087,-0.8,0.5,-0.97,443,-0.48,410,-0.49,406,-0.13,307,0.13,186,-0.26,399,-0.23,340,-0.27,387,0.05,229,-0.6,393,-0.1,320,-0.5,408,-0.76,486,-0.54,481,-0.21,395,-0.92,421,-0.12,306,-0.8,440,-1.58,3.02348963,-0.016842213
144,Goran Dragić,PG,1531,15.9,0.571,0.472,0.333,2,9.9,6.1,28.6,1,0.5,14.9,25.7,-1.3,0,-1.3,-0.035,-5.6,-1.7,-0.44,364,-0.37,394,-0.07,272,0.58,70,0.29,115,0.28,114,0.04,229,-1.04,512,1.09,11,-1.23,472,-1.33,501,0.1,208,-0.25,375,0.18,142,-0.43,471,0.35,164,-0.17,321,0.52,111,-0.75,-3.01866277,0.894460721
145,Gordon Hayward,SF,1501,18.2,0.593,0.311,0.183,3.2,17.6,10.5,19,1.1,1.2,10.8,20.9,0.9,1.8,2.7,0.128,1.8,0.9,1.42,37,1.11,22,0.31,148,1.29,11,0.57,41,0.73,22,-0.97,487,-0.4,433,-0.57,461,-0.49,379,-0.07,301,-0.42,395,0.6,52,0.33,78,0.27,101,2.34,11,1.06,40,1.28,32,1.94,0.033601781,0.676171123
146,Gorgui Dieng,C,1012,17.4,0.564,0.414,0.242,8.8,26.5,17.5,10.3,2.2,4.6,12.7,17.7,0.6,0.9,1.5,0.054,-1.5,0.2,-1.06,461,0.72,59,-1.78,513,-0.16,323,0.92,8,-1.09,513,-0.23,345,0.2,137,-0.42,436,0.14,215,-0.05,288,0.19,176,0.01,269,0.4,58,-0.4,469,-0.67,398,1.69,10,-2.36,513,0.57,3.00526866,0.396563458
147,Grant Williams,PF,970,8,0.508,0.443,0.266,6.5,11.7,9.1,8.3,1.4,3.1,17.7,11.5,0.7,0.7,1.4,0.12,-1.1,0.1,0.46,132,0.44,100,0.03,228,0.44,97,0.58,38,-0.14,340,-1.06,491,-0.93,509,-0.13,333,0.7,106,0.28,144,0.41,121,0.8,29,0.54,31,0.27,98,1.31,55,1.15,34,0.17,191,-1.26,-0.212730585,-0.405319522
148,Grayson Allen,SG,498,11.4,0.577,0.517,0.199,1.1,12.6,7,11.8,0.6,0.2,10.7,17.9,2.9,2.6,5.5,0.12,1.6,2,-0.26,330,-0.32,384,0.07,212,-0.27,375,-0.14,342,-0.13,338,-0.37,392,-0.28,391,-0.08,307,-1.6,490,-0.83,475,-0.77,461,0.32,112,0.19,138,0.13,158,-0.63,390,-0.29,363,-0.34,363,-2.33,-0.717376083,-0.24193963
149,Hamidou Diallo,SF,699,8.4,0.488,0.16,0.205,4.8,14.3,9.7,4.5,2,1,13.4,17.4,6,4,10,0.225,3.7,3.1,-0.92,438,0.2,166,-1.12,489,0.36,112,0.5,57,-0.14,342,-0.23,344,0.01,244,-0.23,373,0.76,94,0.26,150,0.5,99,-0.58,464,-0.31,423,-0.27,420,0.2,198,0.79,64,-0.58,405,-2.99,-0.405322404,-0.431480403
150,Harrison Barnes,PF,2231,13.3,0.575,0.342,0.343,3,12.7,7.7,9.9,0.8,0.4,8.9,17.6,-0.1,0.2,0.1,0.013,-2.9,-0.1,0.53,118,0.29,143,0.24,161,0.11,187,-0.3,402,0.41,78,1.11,24,0.75,29,0.36,88,-0.37,346,0.13,197,-0.5,410,-0.12,327,-0.08,321,-0.04,293,0.37,160,-0.13,308,0.51,112,-0.42,0.066274636,-1.0333356
151,Harry Giles,PF,579,16.3,0.586,0,0.208,6.3,25.2,15.5,13.4,1.8,2.3,13.4,19.6,1.2,2.2,3.3,0.084,-0.3,0.8,-1.03,456,-0.88,467,-0.15,309,-0.76,471,-0.79,496,0.03,232,-1.5,510,-0.64,483,-0.86,499,-0.87,438,0.08,216,-0.96,483,0.82,25,0.47,43,0.35,69,-1.24,456,-0.99,461,-0.26,339,-1.11,2.14285587,0.892442027
152,Hassan Whiteside,C,1911,25,0.641,0.01,0.333,13.4,33.4,23.6,6,0.6,8.3,13.1,19.8,0.2,0.5,0.7,0.037,-3.6,-0.4,2.15,14,1.13,20,1.02,37,0.64,66,0.22,138,0.42,76,0.9,36,0.83,23,0.06,210,0.99,63,0.4,109,0.59,84,-0.35,411,-0.62,491,0.27,97,1.56,42,0.04,243,1.52,24,3.68,7.01954345,0.230095819
153,Ian Mahinmi,C,808,14.1,0.545,0.124,0.538,10.2,19.8,14.8,8.2,1.8,4.7,14.8,15.7,-0.2,0.4,0.2,0.009,-5.5,-0.8,-0.41,356,-0.21,349,-0.2,325,-0.69,465,-0.28,395,-0.42,446,-0.03,264,-0.34,411,0.31,100,1.53,29,0.31,132,1.21,25,0.05,224,0.02,242,0.03,229,-0.58,377,-0.57,412,0.01,254,0.21,1.95641955,-0.209640328
154,Isaac Bonga,SF,1025,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,2.4,1.7,4,0.116,-0.4,0.7,1.3,45,1.31,11,-0.02,255,0.12,183,0.19,154,-0.07,300,-0.07,279,0.16,156,-0.22,371,1.83,18,0.5,85,1.33,20,1.29,6,1.35,1,-0.05,303,1.57,40,1.5,14,0.07,227,0.64,0.382498573,0.455264309
155,Isaiah Hartenstein,C,266,18.7,0.674,0.075,0.418,11.4,24.2,17.7,9.8,1.6,3.9,16.8,14.8,-0.1,0,-0.1,-0.224,-16,-0.1,-0.33,342,-0.35,391,0.02,235,0.51,82,0.14,180,0.37,91,-0.35,382,-0.22,368,-0.13,332,0.62,116,-0.06,292,0.68,69,-0.54,457,-0.06,313,-0.47,485,0.46,148,0.2,192,0.26,164,0.29,3.49208905,1.2183581
156,Isaiah Thomas,PG,925,11.6,0.531,0.444,0.178,1.3,7,4,23.2,0.7,0.6,14.4,24.1,-0.2,1.3,1.1,0.044,-0.2,0.6,-1.58,489,-1.12,493,-0.46,401,-0.79,476,-0.79,497,0.01,248,-0.3,369,0.01,256,-0.29,395,-0.12,294,-0.27,381,0.15,183,-0.59,465,-0.44,459,-0.15,367,-2.15,502,-1.9,506,-0.25,338,-2.8,-2.57750991,1.07294082
157,Ish Smith,PG,1570,13.8,0.512,0.258,0.12,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,0.8,1.8,2.6,0.111,-0.8,0.3,-0.16,301,-0.77,450,0.61,91,-0.8,477,-0.32,409,-0.48,456,-0.52,435,-0.35,417,-0.17,351,-0.64,400,-0.98,484,0.33,136,0.86,20,0.08,183,0.78,7,-0.68,401,-0.79,444,0.1,211,-1.18,-2.76253759,0.850978011
158,Ivica Zubac,C,1156,21,0.642,0.006,0.42,15.2,25.7,20.6,8.7,0.5,4.6,11.8,16.2,0.3,0.7,1,0.112,-0.6,0.1,1.89,17,1.37,10,0.52,104,0.29,131,0.61,36,-0.32,419,0.2,162,0.19,139,0.01,247,0.71,101,0.27,148,0.45,113,0.27,122,0.04,214,0.23,110,1.44,49,1.4,22,0.04,233,2.35,5.23229177,1.29304132
159,Ja Morant,PG,1771,18,0.568,0.174,0.331,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26,0.6,0.8,1.4,0.089,-0.5,0.3,-0.16,299,-0.23,356,0.06,214,1.08,23,0.81,14,0.27,120,0.28,140,0.07,202,0.21,134,0.87,81,-0.07,303,0.94,46,-1.1,509,-0.51,476,-0.59,497,0.53,137,0.54,110,0.01,256,0.18,-3.4304167,2.46693429
160,Jabari Parker,PF,852,17,0.561,0.291,0.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24,0,0.6,0.6,0.048,-2,0,0.16,199,-0.49,413,0.64,85,-0.5,423,-0.93,504,0.43,74,-0.08,285,-0.12,325,0.05,231,-0.93,444,-1.03,487,0.1,205,0.84,22,0.72,15,0.12,161,-0.22,305,-1.01,466,0.79,70,-1.32,0.117472242,-0.353261072
161,Jacob Evans,SG,418,5.5,0.436,0.291,0.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,0.6,0.2,0.8,0.201,3.9,0.3,-0.74,414,0.26,153,-1,474,-0.66,459,0.04,236,-0.7,491,0.46,97,-0.26,380,0.72,30,0.57,124,0.25,154,0.33,138,0.18,158,0.21,123,-0.03,285,-0.65,396,0.12,221,-0.77,433,-2.86,-2.06172365,-0.27681139
162,Jae Crowder,SF,1695,12.1,0.532,0.692,0.236,3.1,18.7,11.1,11.7,1.9,1.1,9.9,15.6,-0.4,0.2,-0.1,-0.012,-4.2,-0.3,-0.79,421,-0.7,444,-0.09,280,-1.05,493,-0.75,494,-0.29,410,0.06,219,-0.26,375,0.32,96,-0.89,440,-0.33,394,-0.56,424,0.5,70,0.44,50,0.06,203,-1.65,486,-1.46,497,-0.19,321,-0.14,0.004990947,-1.72995243
163,Jahlil Okafor,C,424,17.8,0.631,0.014,0.403,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,-0.2,0.4,0.1,0.012,-3.4,-0.2,-0.7,403,-0.59,433,-0.11,291,-0.51,428,-0.33,411,-0.19,365,0.28,138,0.55,56,-0.27,385,1.15,47,1,22,0.15,184,-0.73,481,-0.58,486,-0.15,364,-1.37,467,-0.7,431,-0.67,419,-1.84,2.99104274,1.97738202
164,JaKarr Sampson,SF,340,11.8,0.607,0.16,0.247,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,0,0,0,-0.064,-9.7,0,0.29,158,0.22,163,0.07,208,-0.14,315,-0.35,420,0.21,144,-0.49,423,-0.1,313,-0.39,429,0.81,89,0.74,46,0.07,214,0.01,260,0.01,267,0.01,247,-0.12,272,-0.19,329,0.07,228,-0.97,1.14607195,-0.640188676
165,Jake Layman,PF,505,10.3,0.544,0.402,0.179,3.4,8.7,6,4.4,1.6,1.6,11.1,17.7,3.1,1.1,4.2,0.111,0.4,1.1,1.11,61,1.07,25,0.04,224,0.51,80,0.29,118,0.23,138,0.07,212,-0.09,305,0.16,160,0.13,218,0.01,264,0.13,193,0.25,131,0.64,21,-0.39,462,0.87,95,0.93,50,-0.07,280,-1.15,-0.849451501,-0.693468985
166,Jakob Poeltl,C,965,19.6,0.611,0,0.339,11.6,23,17.3,14.6,1.5,7.7,15.2,13.3,0.5,1.7,2.3,0.096,-0.1,0.6,1.17,53,0.68,65,0.49,110,0.3,126,-0.15,355,0.45,66,-0.19,325,0.24,126,-0.42,435,0.59,122,0.01,270,0.6,82,0.21,148,-0.09,330,0.3,84,0.6,127,-0.35,372,0.95,55,2.66,4.01499345,2.12939599
167,Jalen Brunson,PG,1022,15,0.553,0.309,0.193,2.3,11.3,6.9,26.9,1,0.3,13.6,20.4,0.3,0.2,0.4,0.069,-3.5,-0.1,0.61,111,0.03,245,0.58,97,0.95,32,0.49,58,0.46,64,0.13,190,0.3,103,-0.17,354,-0.33,335,-0.42,421,0.1,206,0.44,86,0.04,211,0.39,56,1.92,26,0.85,57,1.07,43,-0.31,-2.29151323,1.83443618
168,Jamal Murray,PG,1804,17.5,0.559,0.359,0.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,0.5,1.7,2.2,0.059,-2.4,-0.2,1.04,69,0.03,243,1.01,38,0.64,65,0.33,99,0.32,105,0.61,73,0.18,144,0.42,74,0.91,73,0.64,64,0.27,152,0.03,238,-0.16,374,0.2,119,1.68,33,0.79,63,0.9,61,1.89,-2.78613835,0.496283482
169,James Ennis,SF,1053,11.5,0.557,0.473,0.265,6.3,14.5,10.4,7.2,1.3,1.6,11.6,15.2,2.1,1.7,3.8,0.094,-0.5,0.8,0.27,165,-0.51,421,0.78,60,0.01,244,-0.38,426,0.39,83,-0.13,302,-0.32,408,0.2,143,1.44,32,0.08,218,1.37,18,-0.1,316,-0.02,283,-0.08,320,0.09,217,-0.75,438,0.84,64,-0.97,0.06161101,-1.41258756
170,James Harden,SG,2241,28.4,0.616,0.555,0.519,3,15.3,9.1,34.4,2.2,2,13.8,36.4,3,2.6,5.6,0.12,0.6,1.5,2.38,8,0.56,79,1.82,7,1.01,28,0.63,33,0.38,85,0.88,38,-0.1,314,0.98,15,0.34,170,-0.19,350,0.53,93,0.07,204,0.04,220,0.03,228,2.39,9,0.96,48,1.43,27,5.98,-2.38493431,1.39618149
171,James Johnson,PF,619,14.8,0.572,0.423,0.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.8,0.8,1.5,0.153,2.8,0.6,-1.36,482,-1.26,502,-0.1,284,-0.35,396,-0.58,476,0.23,133,0.31,133,0.03,219,0.28,112,-0.48,376,0.11,204,-0.59,427,-0.15,339,-0.24,399,0.09,177,-1.06,442,-1.3,489,0.24,171,-0.69,0.349779738,1.00915983
172,JaMychal Green,PF,1130,10.8,0.554,0.675,0.146,7,24.3,15.9,5.1,1,1.6,12.3,13.5,1,1.7,2.7,0.083,-0.6,0.6,0.63,106,0.28,146,0.36,137,0.47,90,0.57,39,-0.1,316,0.43,104,-0.24,372,0.67,37,1.53,28,0.68,50,0.85,56,-0.47,444,-0.38,441,-0.09,326,1.12,69,0.63,90,0.49,115,-0.43,1.60970008,-2.00335041
173,Jared Dudley,SF,311,7.4,0.57,0.68,0.04,1.8,13,7.5,7.4,1.8,0.8,10.5,7.7,2.5,1,3.5,0.176,0.1,0.5,-0.41,357,0.2,168,-0.61,419,0.17,169,0.4,79,-0.23,383,-0.76,468,-0.12,324,-0.64,472,0.11,221,0.23,158,-0.12,291,-0.34,406,-0.02,284,-0.32,433,-0.22,304,0.62,92,-0.83,445,-2.16,-0.621451396,-0.816526093
174,Jaren Jackson Jr.,C,1512,16.1,0.59,0.485,0.237,3.8,13.7,8.8,7.5,1.1,5,10.8,23.9,0.2,0.2,0.4,0.11,0.6,0.1,-0.11,283,0.03,249,-0.14,303,-0.33,390,-0.38,431,0.06,208,-0.47,420,-0.31,401,-0.17,353,-1.24,473,-0.08,307,-1.16,497,-0.29,387,0.01,266,-0.29,425,-1.34,463,-0.89,450,-0.46,387,0.11,1.77893447,-1.01307131
175,Jarrett Allen,C,1647,20.3,0.658,0.012,0.574,12.5,25,18.9,7.8,1.1,4.3,12.2,15,-0.2,0.4,0.1,0.014,-5.2,-0.3,0.85,80,0.34,122,0.51,106,0.23,147,0.28,119,-0.05,286,0.06,222,0.39,80,-0.33,415,-0.3,333,-0.27,382,-0.03,261,0.27,120,-0.18,379,0.45,44,0.21,196,0.31,172,-0.1,292,1.63,4.89068929,0.36085683
176,Jarrett Culver,SG,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,0.5,0.4,0.8,0.098,-1.4,0.1,-0.77,417,-0.02,279,-0.76,448,-0.4,406,-0.08,313,-0.32,415,0.26,150,0.17,150,0.09,191,0.64,113,0.34,124,0.3,147,0.41,90,0.15,154,0.26,102,0.01,242,0.29,175,-0.28,346,-1.66,-1.28666859,-0.429772787
177,JaVale McGee,C,1023,20,0.655,0.021,0.265,12.1,25.2,18.8,4.7,1.4,7.9,12.9,15,0.1,0.6,0.7,0.046,-2.9,-0.2,1.11,60,0.94,38,0.18,181,1.13,18,0.5,55,0.63,33,-0.09,293,0.83,24,-0.92,502,0.82,85,-0.45,428,1.27,23,-0.36,417,0.04,219,-0.4,465,1.46,48,0.86,55,0.6,101,2.37,5.38674626,0.932646815
178,Javonte Green,SF,414,12.3,0.558,0.235,0.367,4.7,15.9,10.4,7.6,2.7,1.6,13.7,13.6,1.6,1.5,3.1,0.074,1.4,1.7,-0.76,415,-0.28,372,-0.48,405,0.07,214,-0.1,325,0.17,155,-0.52,434,-0.21,363,-0.31,403,0.04,243,0.3,140,-0.26,340,-0.6,466,-0.14,357,-0.46,483,-0.45,355,-0.07,292,-0.38,367,-1.45,0.218052613,-0.376767427
179,Jaxson Hayes,C,951,17.8,0.675,0.017,0.736,9,15.7,12.3,7.5,1.1,4.6,11.6,15.1,3.2,1.9,5.1,0.22,3.2,1.5,-0.25,329,0.19,174,-0.44,396,0.13,180,-0.12,331,0.24,128,-0.05,276,-0.79,500,0.74,28,-0.09,285,0.09,214,-0.17,315,0.08,198,0.28,97,-0.2,385,-0.35,340,-0.17,323,-0.18,316,-0.33,3.35438772,0.639333783
180,Jaylen Brown,SF,1702,17.1,0.589,0.364,0.28,3.4,16.5,10,10.2,1.6,0.9,11.8,24.7,0.4,0.9,1.3,0.064,-1.6,0.1,0.27,164,-0.41,397,0.68,74,0.45,96,-0.03,279,0.48,60,-0.05,275,-0.1,311,0.05,228,0.68,108,0.19,176,0.5,101,-0.54,458,-0.33,429,-0.21,393,0.42,156,-0.15,313,0.57,105,0.6,-0.424248866,-1.63694825
181,Jayson Tatum,PF,2043,20.3,0.562,0.377,0.251,3,18.8,11,14,2,2.4,9.7,28.6,0.1,0.1,0.2,0.096,-1.9,0,2.76,7,1.29,12,1.48,14,1.49,5,0.8,16,0.69,25,0.53,80,0.19,143,0.35,91,0.85,82,0.84,38,0.02,234,1.42,3,0.53,32,0.89,3,3.8,4,1.75,8,2.04,10,4.38,-0.447130271,-1.17476387
182,Jeff Green,PF,754,12.8,0.575,0.529,0.28,3.4,12.5,8.1,6.2,1.3,1.7,10.9,18.9,0.4,1.4,1.7,0.06,-1.7,0.1,-1.02,453,0.01,258,-1.03,482,-0.14,317,-0.07,305,-0.07,301,0.12,191,-0.04,270,0.16,158,-1.06,460,-0.17,344,-0.89,472,-0.75,485,-0.11,342,-0.64,504,-1.06,441,-0.2,332,-0.86,450,-2.19,0.228662664,-0.800860291
183,Jeff Teague,PG,1464,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,2.1,1.8,4,0.099,2.3,2.1,-1.65,493,-1.47,509,-0.18,320,-0.53,435,-0.43,442,-0.1,317,-0.42,405,-0.84,504,0.42,75,-2.1,507,-1.47,509,-0.63,437,-0.18,351,-0.53,479,0.34,73,-1.65,485,-1.94,507,0.29,157,-1.67,-2.72964168,1.83275484
